@LastModified,@Name,@Path,Task.@version,Task.@xmlns:ns0,Task.Actions.@Context,Task.Actions.ComHandler.ClassId,Task.Actions.ComHandler.Data,Task.Actions.Exec,Task.Actions.Exec.@id,Task.Actions.Exec.Arguments,Task.Actions.Exec.Command,Task.Actions.Exec.WorkingDirectory,Task.Principals.Principal.@id,Task.Principals.Principal.GroupId,Task.Principals.Principal.LogonType,Task.Principals.Principal.RunLevel,Task.Principals.Principal.UserId,Task.RegistrationInfo.Author,Task.RegistrationInfo.Date,Task.RegistrationInfo.Description,Task.RegistrationInfo.SecurityDescriptor,Task.RegistrationInfo.Source,Task.RegistrationInfo.URI,Task.RegistrationInfo.Version,Task.Settings.AllowHardTerminate,Task.Settings.AllowStartOnDemand,Task.Settings.DisallowStartIfOnBatteries,Task.Settings.DisallowStartOnRemoteAppSession,Task.Settings.Enabled,Task.Settings.ExecutionTimeLimit,Task.Settings.Hidden,Task.Settings.IdleSettings.Duration,Task.Settings.IdleSettings.RestartOnIdle,Task.Settings.IdleSettings.StopOnIdleEnd,Task.Settings.IdleSettings.WaitTimeout,Task.Settings.MaintenanceSettings.Deadline,Task.Settings.MaintenanceSettings.Exclusive,Task.Settings.MaintenanceSettings.Period,Task.Settings.MultipleInstancesPolicy,Task.Settings.Priority,Task.Settings.RestartOnFailure.Count,Task.Settings.RestartOnFailure.Interval,Task.Settings.RunOnlyIfIdle,Task.Settings.RunOnlyIfNetworkAvailable,Task.Settings.StartWhenAvailable,Task.Settings.StopIfGoingOnBatteries,Task.Settings.UseUnifiedSchedulingEngine,Task.Settings.WakeToRun,Task.Triggers,Task.Triggers.BootTrigger,Task.Triggers.BootTrigger.@id,Task.Triggers.BootTrigger.Delay,Task.Triggers.BootTrigger.Enabled,Task.Triggers.BootTrigger.EndBoundary,Task.Triggers.BootTrigger.Repetition.Interval,Task.Triggers.CalendarTrigger,Task.Triggers.CalendarTrigger.@id,Task.Triggers.CalendarTrigger.Enabled,Task.Triggers.CalendarTrigger.EndBoundary,Task.Triggers.CalendarTrigger.RandomDelay,Task.Triggers.CalendarTrigger.Repetition.Duration,Task.Triggers.CalendarTrigger.Repetition.Interval,Task.Triggers.CalendarTrigger.Repetition.StopAtDurationEnd,Task.Triggers.CalendarTrigger.ScheduleByDay.DaysInterval,Task.Triggers.CalendarTrigger.ScheduleByMonth.DaysOfMonth.Day,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.April,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.August,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.December,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.February,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.January,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.July,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.June,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.March,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.May,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.November,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.October,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.September,Task.Triggers.CalendarTrigger.ScheduleByWeek.DaysOfWeek.Friday,Task.Triggers.CalendarTrigger.ScheduleByWeek.DaysOfWeek.Monday,Task.Triggers.CalendarTrigger.ScheduleByWeek.DaysOfWeek.Saturday,Task.Triggers.CalendarTrigger.ScheduleByWeek.DaysOfWeek.Sunday,Task.Triggers.CalendarTrigger.ScheduleByWeek.DaysOfWeek.Thursday,Task.Triggers.CalendarTrigger.ScheduleByWeek.DaysOfWeek.Tuesday,Task.Triggers.CalendarTrigger.ScheduleByWeek.DaysOfWeek.Wednesday,Task.Triggers.CalendarTrigger.ScheduleByWeek.WeeksInterval,Task.Triggers.CalendarTrigger.StartBoundary,Task.Triggers.EventTrigger,Task.Triggers.EventTrigger.@id,Task.Triggers.EventTrigger.Delay,Task.Triggers.EventTrigger.Enabled,Task.Triggers.EventTrigger.ExecutionTimeLimit,Task.Triggers.EventTrigger.Repetition.Duration,Task.Triggers.EventTrigger.Repetition.Interval,Task.Triggers.EventTrigger.StartBoundary,Task.Triggers.EventTrigger.Subscription,Task.Triggers.IdleTrigger,Task.Triggers.IdleTrigger.@id,Task.Triggers.IdleTrigger.Enabled,Task.Triggers.IdleTrigger.ExecutionTimeLimit,Task.Triggers.LogonTrigger,Task.Triggers.LogonTrigger.@id,Task.Triggers.LogonTrigger.Delay,Task.Triggers.LogonTrigger.Enabled,Task.Triggers.LogonTrigger.EndBoundary,Task.Triggers.LogonTrigger.ExecutionTimeLimit,Task.Triggers.LogonTrigger.Repetition.Interval,Task.Triggers.LogonTrigger.Repetition.StopAtDurationEnd,Task.Triggers.LogonTrigger.StartBoundary,Task.Triggers.LogonTrigger.UserId,Task.Triggers.RegistrationTrigger,Task.Triggers.RegistrationTrigger.Delay,Task.Triggers.SessionStateChangeTrigger,Task.Triggers.SessionStateChangeTrigger.@id,Task.Triggers.SessionStateChangeTrigger.Delay,Task.Triggers.SessionStateChangeTrigger.Enabled,Task.Triggers.SessionStateChangeTrigger.ExecutionTimeLimit,Task.Triggers.SessionStateChangeTrigger.StateChange,Task.Triggers.TimeTrigger,Task.Triggers.TimeTrigger.@id,Task.Triggers.TimeTrigger.Enabled,Task.Triggers.TimeTrigger.RandomDelay,Task.Triggers.TimeTrigger.Repetition.Interval,Task.Triggers.TimeTrigger.Repetition.StopAtDurationEnd,Task.Triggers.TimeTrigger.StartBoundary,Task.Triggers.WnfStateChangeTrigger,Task.Triggers.WnfStateChangeTrigger.@id,Task.Triggers.WnfStateChangeTrigger.Data,Task.Triggers.WnfStateChangeTrigger.DataOffset,Task.Triggers.WnfStateChangeTrigger.Delay,Task.Triggers.WnfStateChangeTrigger.Enabled,Task.Triggers.WnfStateChangeTrigger.StateName
2024-03-13 19:10:18,Office Serviceability Manager,C:\Windows\System32\Tasks\Microsoft\Office\Office Serviceability Manager,1.2,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,/checkin,C:\Program Files\Common Files\Microsoft Shared\ClickToRun\officesvcmgr.exe,,Author,,InteractiveToken,HighestAvailable,S-1-5-18,Microsoft Office,2019-09-16T18:36:42.480046,"Helps your administrator manage and keep Microsoft Office software up to date. If this task is disabled or stopped, your administrator will not be able to manage Microsoft Office software to keep it up to date, meaning security vulnerabilities that may arise cannot be fixed and features may not work. This task uninstalls itself when there is no Microsoft software using it.",,,\Microsoft\Office\Office Serviceability Manager,,true,true,false,,true,PT1H,false,,false,false,,,,,IgnoreNew,7,3,PT30M,false,false,true,false,,false,,,,,,,,,,true,,,,PT405M,false,1,,,,,,,,,,,,,,,,,,,,,,2024-03-13T21:55:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-20 02:50:49,.NET Framework NGEN v4.0.30319,C:\Windows\System32\Tasks\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319,1.6,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,{84F0FAE1-C27B-4F6F-807B-28CF6F96287D},/RuntimeWide,,,,,,Author,,,LeastPrivilege,SYSTEM,,2010-09-30T14:53:37.9516706,,D:(A;OICI;FA;;;BA)(A;OICI;FA;;;SY)(A;OICI;GR;;;AU)(A;;FRFX;;;LS),,\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319,,true,true,true,false,true,PT2H,true,,false,true,,P2D,false,P1D,IgnoreNew,7,,,false,false,false,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-20 02:50:49,.NET Framework NGEN v4.0.30319 64,C:\Windows\System32\Tasks\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64,1.6,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,{429BC048-379E-45E0-80E4-EB1977941B5C},/RuntimeWide,,,,,,Author,,,LeastPrivilege,SYSTEM,,2010-09-30T14:53:37.9516706,,D:(A;OICI;FA;;;BA)(A;OICI;FA;;;SY)(A;OICI;GR;;;AU)(A;;FRFX;;;LS),,\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64,,true,true,true,false,true,PT2H,true,,false,true,,P2D,false,P1D,IgnoreNew,7,,,false,false,false,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-13 06:31:40,.NET Framework NGEN v4.0.30319 64 Critical,C:\Windows\System32\Tasks\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64 Critical,,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,{613FBA38-A3DF-4AB8-9674-5604984A299A},/RuntimeWide,,,,,,Author,,,,S-1-5-18,,2010-09-30T14:53:37.9516706,,D:(A;OICI;FA;;;BA)(A;OICI;FA;;;SY)(A;OICI;GR;;;AU)(A;;FRFX;;;LS),,Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64 Critical,,,,false,,false,PT2H,true,,false,true,,P2D,,P1D,IgnoreNew,,,,,,,false,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-13 06:31:37,.NET Framework NGEN v4.0.30319 Critical,C:\Windows\System32\Tasks\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 Critical,,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,{DE434264-8FE9-4C0B-A83B-89EBEEBFF78E},/RuntimeWide,,,,,,Author,,,,S-1-5-18,,2010-09-30T14:53:37.9516706,,D:(A;OICI;FA;;;BA)(A;OICI;FA;;;SY)(A;OICI;GR;;;AU)(A;;FRFX;;;LS),,Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 Critical,,,,false,,false,PT2H,true,,false,true,,P2D,,P1D,IgnoreNew,,,,,,,false,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 21:17:20,AD RMS Rights Policy Template Management (Automated),C:\Windows\System32\Tasks\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated),,http://schemas.microsoft.com/windows/2004/02/mit/task,AllUsers,{CF2CF428-325B-48D3-8CA8-7633E36E5A32},,,,,,,AllUsers,S-1-1-0,,,,"$(@%systemRoot%\System32\msdrm.dll,-6001)",2006-11-10T14:29:55.5851926,"$(@%systemRoot%\System32\msdrm.dll,-6002)",D:(A;;FA;;;BA)(A;;FA;;;SY)(A;;FRFX;;;WD),,\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated),,false,,false,,false,PT1H,,PT10M,false,true,PT1H,,,,Parallel,,,,,true,true,false,true,,,,,,,,,,7dba1862-fdda-4030-83de-895375c111d4,,,PT1H,,,,1,,,,,,,,,,,,,,,,,,,,,,2006-11-09T03:00:00,,,,,,,,,,,,,,,06b3f632-87ad-4ac0-9737-48ea5ddbaf11,PT1H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 21:17:20,AD RMS Rights Policy Template Management (Manual),C:\Windows\System32\Tasks\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual),,http://schemas.microsoft.com/windows/2004/02/mit/task,AllUsers,{BF5CB148-7C77-4D8A-A53E-D81C70CF743C},,,,,,,AllUsers,S-1-1-0,,,,"$(@%systemRoot%\System32\msdrm.dll,-6001)",2006-11-10T14:29:55.5851926,"$(@%systemRoot%\System32\msdrm.dll,-6003)",D:(A;;FA;;;BA)(A;;FA;;;SY)(A;;FRFX;;;WD),,\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual),,false,,true,,,PT1H,,PT10M,false,true,PT1H,,,,Parallel,,,,,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06b3f632-87ad-4ac0-9737-48ea5ddbaf11,PT1H,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 21:17:22,EDP Policy Manager,C:\Windows\System32\Tasks\Microsoft\Windows\AppID\EDP Policy Manager,,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalService,{DECA92E0-AF85-439E-9204-86679978DA08},EdpPolicyManager,,,,,,LocalService,,,,S-1-5-19,"$(@%SystemRoot%\system32\ApplockerCsp.dll,-100)",2015-02-09T10:54:13.9629482,"$(@%SystemRoot%\system32\ApplockerCsp.dll,-102)",D:P(A;;FA;;;BA)(A;;FA;;;SY)(A;;FA;;;S-1-5-87-2978287140-3787137133-1749738600-1988163579-2060695581),"$(@%SystemRoot%\system32\ApplockerCsp.dll,-101)",Microsoft\Windows\AppID\EDP Policy Manager,,false,,false,,,PT0S,,,false,true,,,,,IgnoreNew,,,,,,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'ns0:StateName': '7588BCA328009213'}, {'ns0:StateName': '75E0BCA328009213'}]",,,,,,
2023-03-06 21:21:05,PolicyConverter,C:\Windows\System32\Tasks\Microsoft\Windows\AppID\PolicyConverter,,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,,,,,,%windir%\system32\appidpolicyconverter.exe,,LocalSystem,,,,S-1-5-18,"$(@%systemroot%\system32\appidsvc.dll,-301)",,"$(@%systemroot%\system32\appidsvc.dll,-302)",D:(A;;FA;;;BA)(A;;FA;;;SY)(A;CI;FA;;;LS)(A;CI;FA;;;S-1-5-80-2078495744-2416903469-4072184685-3943858305-976987417),"$(@%systemroot%\system32\appidsvc.dll,-300)",Microsoft\Windows\AppID\PolicyConverter,,,,false,,,,,,false,true,,,,,Queue,,,,,,true,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 21:21:06,VerifiedPublisherCertStoreCheck,C:\Windows\System32\Tasks\Microsoft\Windows\AppID\VerifiedPublisherCertStoreCheck,,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalService,,,,,,%windir%\system32\appidcertstorecheck.exe,,LocalService,,,,S-1-5-19,"$(@%systemroot%\system32\appidsvc.dll,-201)",,"$(@%systemroot%\system32\appidsvc.dll,-202)",D:(A;;FA;;;BA)(A;;FA;;;SY)(A;CI;FA;;;LS)(A;CI;FA;;;S-1-5-80-2078495744-2416903469-4072184685-3943858305-976987417),"$(@%systemroot%\system32\appidsvc.dll,-200)",Microsoft\Windows\AppID\VerifiedPublisherCertStoreCheck,,,,true,,,,,PT3M,true,true,PT23H,,,,Queue,10,,,true,,true,true,true,,,,,PT30M,,,P1D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-13 07:46:00,MareBackup,C:\Windows\System32\Tasks\Microsoft\Windows\Application Experience\MareBackup,1.4,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,,,"[{'ns0:Command': '%windir%\\system32\\compattelrunner.exe', 'ns0:Arguments': '-m:aeinv.dll -f:UpdateSoftwareInventoryW invsvc'}, {'ns0:Command': '%windir%\\system32\\compattelrunner.exe', 'ns0:Arguments': '-m:appraiser.dll -f:DoScheduledTelemetryRun'}, {'ns0:Command': '%windir%\\system32\\compattelrunner.exe', 'ns0:Arguments': '-m:aemarebackup.dll -f:BackupMareData'}]",,,,,LocalSystem,,InteractiveToken,LeastPrivilege,S-1-5-18,"$(@%SystemRoot%\system32\aemarebackup.dll,-701)",,"$(@%SystemRoot%\system32\aemarebackup.dll,-702)",D:(A;;GA;;;BA)(A;;GA;;;SY)(A;;GA;;;BU)(A;;FRFX;;;LS),"$(@%SystemRoot%\system32\aemarebackup.dll,-701)",\Microsoft\Windows\Application Experience\MareBackup,1.0,,true,,,,,,,,,,,,,IgnoreNew,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 21:17:21,Microsoft Compatibility Appraiser,C:\Windows\System32\Tasks\Microsoft\Windows\Application Experience\Microsoft Compatibility Appraiser,,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,,,,,start InventorySvc,%windir%\system32\sc.exe,,LocalSystem,,,,S-1-5-18,"$(@%SystemRoot%\system32\compattelrunner.exe,-501)",,"$(@%SystemRoot%\system32\compattelrunner.exe,-503)",D:(A;;GA;;;BA)(A;;GA;;;SY)(A;;FRFX;;;LS),"$(@%SystemRoot%\system32\compattelrunner.exe,-501)",\Microsoft\Windows\Application Experience\Microsoft Compatibility Appraiser,1.0,,,false,,,P4D,,,false,true,,,,,IgnoreNew,,,,,,true,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NightlyTrigger,,PT2H,PT6H,,2008-09-01T03:00:00,,,,,,,
2023-03-06 21:17:33,PcaPatchDbTask,C:\Windows\System32\Tasks\Microsoft\Windows\Application Experience\PcaPatchDbTask,1.6,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,,,,,"%windir%\system32\PcaSvc.dll,PcaPatchSdbTask",%windir%\system32\rundll32.exe,,LocalSystem,,InteractiveToken,LeastPrivilege,S-1-5-18,Microsoft Corporation,,Updates compatibility database,D:(A;;GA;;;BA)(A;;GA;;;SY)(A;;FRFX;;;LS),Microsoft Corporation,\Microsoft\Windows\Application Experience\PcaPatchDbTask,1.0,true,true,false,false,true,P1D,false,,false,false,,,,,IgnoreNew,7,,,false,true,true,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,PT2H,PT12H,false,2008-09-01T03:00:00,,,,,,,
2023-03-06 21:17:22,SdbinstMergeDbTask,C:\Windows\System32\Tasks\Microsoft\Windows\Application Experience\SdbinstMergeDbTask,1.4,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,,,,,-mm,%windir%\system32\sdbinst.exe,,LocalSystem,,,,S-1-5-18,"$(@%SystemRoot%\system32\sdbinst.exe,-1061)",,"$(@%SystemRoot%\system32\sdbinst.exe,-1062)",D:PAI(A;;FRFX;;;BA)(A;;GA;;;SY)(A;;FR;;;BU)(A;;FR;;;LS),"$(@%SystemRoot%\system32\sdbinst.exe,-1061)",\Microsoft\Windows\Application Experience\SdbinstMergeDbTask,1.0,,,false,,,PT10M,,,false,true,,,,,IgnoreNew,,,,,,true,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'@id': 'WNF_DEP_OOBE_COMPLETE', 'ns0:StateName': '750CBCA3290B9641', 'ns0:Data': '01'}, {'@id': 'WNF_SPLT_SYSTEM_UPDATE', 'ns0:StateName': '7520BCA33E1E8A15'}]",,,,,,
2023-03-06 21:17:21,StartupAppTask,C:\Windows\System32\Tasks\Microsoft\Windows\Application Experience\StartupAppTask,1.4,http://schemas.microsoft.com/windows/2004/02/mit/task,Users,,,,,"Startupscan.dll,SusRunTask",%windir%\system32\rundll32.exe,,Users,S-1-5-4,,,,"$(@%SystemRoot%\system32\Startupscan.dll,-701)",,"$(@%SystemRoot%\system32\Startupscan.dll,-702)",D:(A;OICI;FA;;;BA)(A;OICI;FA;;;LA)(A;OICI;FA;;;SY)(A;OICI;FRFX;;;AU)(A;;FRFX;;;LS),"$(@%SystemRoot%\system32\Startupscan.dll,-701)",\Microsoft\Windows\Application Experience\StartupAppTask,1.0,,,true,,,,,,false,true,,P3D,,P2D,Parallel,4,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 21:17:22,appuriverifierdaily,C:\Windows\System32\Tasks\Microsoft\Windows\ApplicationData\appuriverifierdaily,,http://schemas.microsoft.com/windows/2004/02/mit/task,AllUsers,,,,,,%windir%\system32\AppHostRegistrationVerifier.exe,,AllUsers,S-1-5-4,,,,"$(@%systemroot%\system32\AppHostRegistrationVerifier.exe,-10004)",,"$(@%systemroot%\system32\AppHostRegistrationVerifier.exe,-10002)",D:(A;;FA;;;SY)(A;;FRFX;;;BA)(A;;FRFX;;;AU)(A;;FRFX;;;IU),"$(@%systemroot%\system32\AppHostRegistrationVerifier.exe,-10005)",microsoft\windows\applicationdata\appuriverifierdaily,,,,false,,,PT15M,,PT10M,false,false,PT1H,P7D,,P1D,Queue,,,,,true,true,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 21:17:21,appuriverifierinstall,C:\Windows\System32\Tasks\Microsoft\Windows\ApplicationData\appuriverifierinstall,,http://schemas.microsoft.com/windows/2004/02/mit/task,AllUsers,,,,,,%windir%\system32\AppHostRegistrationVerifier.exe,,AllUsers,S-1-5-4,,,,"$(@%systemroot%\system32\AppHostRegistrationVerifier.exe,-10004)",,"$(@%systemroot%\system32\AppHostRegistrationVerifier.exe,-10002)",D:(A;;FA;;;SY)(A;;FRFX;;;BA)(A;;FRFX;;;AU)(A;;FRFX;;;IU),"$(@%systemroot%\system32\AppHostRegistrationVerifier.exe,-10005)",microsoft\windows\applicationdata\appuriverifierinstall,,,,false,,,PT15M,,PT10M,false,false,PT1H,,,,Queue,,,,,true,true,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DelayedTrigger,,,PT1M,,7508BCA32C7C8741
2023-03-06 21:17:22,CleanupTemporaryState,C:\Windows\System32\Tasks\Microsoft\Windows\ApplicationData\CleanupTemporaryState,,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,,,,,"Windows.Storage.ApplicationData.dll,CleanupTemporaryState",%windir%\system32\rundll32.exe,,LocalSystem,,,,S-1-5-18,"$(@%systemroot%\system32\Windows.Storage.ApplicationData.dll,-5002)",,"$(@%systemroot%\system32\Windows.Storage.ApplicationData.dll,-5003)",D:(A;;FRFX;;;BA)(A;;FA;;;SY),"$(@%systemroot%\system32\Windows.Storage.ApplicationData.dll,-5001)",Microsoft\Windows\ApplicationData\CleanupTemporaryState,,,,true,,,,,,false,true,,P1M,,P7D,IgnoreNew,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 21:17:21,DsSvcCleanup,C:\Windows\System32\Tasks\Microsoft\Windows\ApplicationData\DsSvcCleanup,,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,,,,,,%windir%\system32\dstokenclean.exe,,LocalSystem,,,,S-1-5-18,"$(@%systemroot%\system32\dssvc.dll,-10004)",,"$(@%systemroot%\system32\dssvc.dll,-10006)",D:(A;;FRFX;;;BA)(A;;FA;;;SY),"$(@%systemroot%\system32\dssvc.dll,-10005)",Microsoft\Windows\ApplicationData\DsSvcCleanup,,,,true,,,,,,false,true,,P1M,,P1D,IgnoreNew,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-11 05:32:39,Backup,C:\Windows\System32\Tasks\Microsoft\Windows\AppListBackup\Backup,1.6,http://schemas.microsoft.com/windows/2004/02/mit/task,AnyUser,{E0DCC2CC-3354-45F2-8914-519E07809082},,,,,,,AnyUser,S-1-5-32-545,,LeastPrivilege,,"$(@%SystemRoot%\system32\AppListBackupLauncher.dll,-600)",,"$(@%SystemRoot%\system32\AppListBackupLauncher.dll,-602)",,"$(@%SystemRoot%\system32\AppListBackupLauncher.dll,-601)",\Microsoft\Windows\AppListBackup\Backup,,,true,,,true,,false,,,false,,P14D,false,P1D,IgnoreNew,7,,,,true,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-11 05:32:39,BackupNonMaintenance,C:\Windows\System32\Tasks\Microsoft\Windows\AppListBackup\BackupNonMaintenance,1.6,http://schemas.microsoft.com/windows/2004/02/mit/task,AnyUser,{E0DCC2CC-3354-45F2-8914-519E07809082},,,,,,,AnyUser,S-1-5-32-545,,LeastPrivilege,,"$(@%SystemRoot%\system32\AppListBackupLauncher.dll,-600)",,"$(@%SystemRoot%\system32\AppListBackupLauncher.dll,-602)",,"$(@%SystemRoot%\system32\AppListBackupLauncher.dll,-601)",\Microsoft\Windows\AppListBackup\BackupNonMaintenance,,,true,false,,true,,false,,,false,,,,,IgnoreNew,7,,,false,true,true,false,true,,,,,,,,,,,,,PT4H,,,,14,,,,,,,,,,,,,,,,,,,,,,2022-01-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-07 04:24:39,Pre-staged app cleanup,C:\Windows\System32\Tasks\Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup,,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,,,,,"%windir%\system32\AppxDeploymentClient.dll,AppxPreStageCleanupRunTask",%windir%\system32\rundll32.exe,,LocalSystem,,,,S-1-5-18,,,,D:(A;;GA;;;SY)(A;;FRFX;;;LS)(A;;FA;;;BA),,\Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup,,false,,true,,false,PT0S,true,PT15M,false,false,,P7D,,P1D,IgnoreNew,,,,true,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PT1H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-13 07:46:00,UCPD velocity,C:\Windows\System32\Tasks\Microsoft\Windows\AppxDeploymentClient\UCPD velocity,1.6,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,,,,,,%windir%\system32\UCPDMgr.exe,,LocalSystem,,InteractiveToken,LeastPrivilege,S-1-5-18,,,,D:P(A;;FA;;;SY)(A;;FA;;;BA)(A;;GRGX;;;SU),,\Microsoft\Windows\AppxDeploymentClient\UCPD velocity,,,true,false,,true,,true,,,,,P7D,,P1D,IgnoreNew,,,,true,false,true,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
